state,name,candidate,party,total
Karnataka,Dakshina Kannada,SUBRAMANYA GOWDA K.,IND,2450
Karnataka,Dakshina Kannada,K.N. SOMASHEKAR,IND,3421
Karnataka,Dakshina Kannada,None of the Above,NOTA,7109
Karnataka,Chitradurga,B.N.CHANDRAPPA,INC,467511
Karnataka,Chitradurga,JANARDHANA SWAMY,BJP,366220
Karnataka,Chitradurga,T.D.RAJAGIRI,BSP,9441
Karnataka,Chitradurga,GULLIHATTY.D.SHEKHAR,JD(S),202108
Karnataka,Chitradurga,M.KUMBAIAH,JD(U),3970
Karnataka,Chitradurga,S. MEETYA NAIK,SP,3558
Karnataka,Chitradurga,MOHANA DASARI,AAAP,14226
Karnataka,Chitradurga,H.SIDDAGANGAPPA,ANC,2951
Karnataka,Chitradurga,GANESHA,IND,2816
Karnataka,Chitradurga,T.DAYANANDA,IND,1818
Karnataka,Chitradurga,BASAVANAGIDEVA SHARANARU,IND,2171
Karnataka,Chitradurga,T.BHAVANA,IND,3601
Karnataka,Chitradurga,N.S.MANJUNATHA NERENAHAL,IND,2702
Karnataka,Chitradurga,T.SOMESH SHILPI,IND,4511
Karnataka,Chitradurga,None of the Above,NOTA,8895
Karnataka,Tumkur,A.KRISHNAPPA,JD(S),258683
Karnataka,Tumkur,CHINNAPPA.V,CPI,10448
Karnataka,Tumkur,NILUFAR JAMANI AHMED,BSP,4732
Karnataka,Tumkur,G.S.BASAVARAJ,BJP,355827
Karnataka,Tumkur,MUDDAHANUMEGOWDA.S.P.,INC,429868
Karnataka,Tumkur,A.S.D''''SILVA,AAAP,8322
Karnataka,Tumkur,H.L.MOHAN KUMAR,HJP,1528
Karnataka,Tumkur,B.VENKATESHA,KAP,2390
Karnataka,Tumkur,ANWAR,IND,1245
Karnataka,Tumkur,GOVINDARJU.G,IND,1063
Karnataka,Tumkur,G.NAGENDRA,IND,1094
Karnataka,Tumkur,BRAHMANANDA REDDY,IND,1673
Karnataka,Tumkur,L.P.YADUNANDANA,IND,1507
Karnataka,Tumkur,SHIVAKUMAR,IND,1674
Karnataka,Tumkur,K.V.SRINIVAS KALKERE,IND,2195
Karnataka,Tumkur,S.B.HANUMANTHARAYAPPA,IND,6301
Karnataka,Tumkur,None of the Above,NOTA,12934
Karnataka,Mandya,M.KRISHNAMURTHY,BSP,22391
Karnataka,Mandya,C.S.PUTTARAJU,JD(S),524370
Karnataka,Mandya,RAMYA,INC,518852
Karnataka,Mandya,PROF. B.SHIVALINGAIAH,BJP,86993
Karnataka,Mandya,H.K.KRISHNA,KAP,8604
Karnataka,Mandya,KRISHNAMURTHY KOMMERAHALLI,RPI(A),1643
Karnataka,Mandya,JAYACHANDRA,BMUP,1119
Karnataka,Mandya,K.MAHADEVAPPA,BDBRAJP,1423
Karnataka,Mandya,K.SHIVANANDA,HJP,1165
Karnataka,Mandya,DR. C.S.HANUMANTHAPPA,AAAP,4098
Karnataka,Mandya,ARAVIND PREMANAND,IND,1172
Karnataka,Mandya,ARUNAKUMARA,IND,1179
Karnataka,Mandya,ASHRAF,IND,2163
Karnataka,Mandya,K.UDAYAKUMARA,IND,3070
Karnataka,Mandya,N.C.PUTTARAJU,IND,4021
Karnataka,Mandya,BHANUPRAKASH.K.L,IND,4354
Karnataka,Mandya,None of the Above,NOTA,6021
Karnataka,Mysore,ADAGOORU H VISHWANATH,INC,472300
Karnataka,Mysore,CHANDRASHEKARAIAH,JD(S),138587
Karnataka,Mysore,PRATHAP SIMHA,BJP,503908
Karnataka,Mysore,C MOHAN KUMAR,BSP,13637
Karnataka,Mysore,THIMME GOWDA,SJPA,1516
Karnataka,Mysore,D S NIRVANAPPA,CPIM,978
Karnataka,Mysore,PADMAMMA M V,AAAP,5650
Karnataka,Mysore,S P MAHADEVAPPA,JD(U),1016
Karnataka,Mysore,RATHI POOVAIAH,KAP,3726
Karnataka,Mysore,HUNSUR K CHANDRASHEKAR,DPPS,1342
Karnataka,Mysore,D ESWAR THOREMAVU,IND,1246
Karnataka,Mysore,BANNUR KUMAR,IND,1215
Karnataka,Mysore,PRAVEEN M S,IND,1439
Karnataka,Mysore,BOJANNA N SOMAIAH,IND,2032
Karnataka,Mysore,SAMPATHU N,IND,2078
Karnataka,Mysore,None of the Above,NOTA,8924
Karnataka,Chamarajanagar,A. R. KRISHNA MURTHY,BJP,426600
Karnataka,Chamarajanagar,R. DHRUVANARAYANA,INC,567782
Karnataka,Chamarajanagar,M SHIVANNA (KOTE),JD(S),58760
Karnataka,Chamarajanagar,SHIVAMALLU,BSP,34846
Karnataka,Chamarajanagar,KATHAVARAY,asdp,1949
Karnataka,Chamarajanagar,B GURUSWAMY,SP,2043
Karnataka,Chamarajanagar,CHAUDAHALLY JAVARAIAH,CPI(ML)(L),2008
Karnataka,Chamarajanagar,PRADEEP KUMAR M,KAP,2492
Karnataka,Chamarajanagar,KANDEGALA SRINIVASAMURTHY,CPIM,1825
Karnataka,Chamarajanagar,SAMPATH KUMAR,AAAP,3357
Karnataka,Chamarajanagar,BANNUR SURENDRA,SJPA,2762
Karnataka,Chamarajanagar,ANANDA G,IND,3906
Karnataka,Chamarajanagar,S. GOVINDA NAIK,IND,5398
Karnataka,Chamarajanagar,NIRMALA KUMARI,IND,6604
Karnataka,Chamarajanagar,None of the Above,NOTA,12697
Karnataka,Bangalore Rural,C THOPAIAH,BSP,11594
Karnataka,Bangalore Rural,R. PRABHAKARA REDDY,JD(S),317870
Karnataka,Bangalore Rural,MUNIRAJU GOWDA . P,BJP,421243
Karnataka,Bangalore Rural,D K SURESH,INC,652723
Karnataka,Bangalore Rural,BASAVEGOWDA,RPI(A),6154
Karnataka,Bangalore Rural,K A MOHAN,KDC,1345
Karnataka,Bangalore Rural,RAVI KRISHNA REDDY,AAAP,17195
Karnataka,Bangalore Rural,SHANKARAPPA,JVBP,1008
Karnataka,Bangalore Rural,KENCHAIAH,IND,859
Karnataka,Bangalore Rural,J NATARAJU,IND,958
Karnataka,Bangalore Rural,J.T.PRAKASH,IND,1503
Karnataka,Bangalore Rural,MALLESHA,IND,5420
Karnataka,Bangalore Rural,M.P.MUNAWER SHARIFF,IND,2577
Karnataka,Bangalore Rural,S.SIDDARAMAIAH (HEGGADE),IND,2142
Karnataka,Bangalore Rural,SURESH,IND,2782
Karnataka,Bangalore Rural,None of the Above,NOTA,9871
Karnataka,Bangalore North,ABDUL AZEEM,JD(S),92681
Karnataka,Bangalore North,C.NARAYANA SWAMY,INC,488562
Karnataka,Bangalore North,V VELU,BSP,5586
Karnataka,Bangalore North,D.V SADANANDA GOWDA,BJP,718326
Karnataka,Bangalore North,SUN STAR D.JAYARAM,GaAP,3784
Karnataka,Bangalore North,BABU  MATHEW,AAAP,28107
Karnataka,Bangalore North,MUTHURAJU. M,RPI(A),829
Karnataka,Bangalore North,T.S.CHAITHANYA (S.J.R),IND,911
Karnataka,Bangalore North,MANOHAR H.A.,IND,919
Karnataka,Bangalore North,DR.MEERLAYAQ HUSSAIN,IND,612
Karnataka,Bangalore North,MOHAMMED QUTBUDDIN,IND,680
Karnataka,Bangalore North,S. RAMU,IND,1131
Karnataka,Bangalore North,MU.VENKATESH SIMHA BHOVI,IND,1033
Karnataka,Bangalore North,SUNIL.V.J,IND,1561
Karnataka,Bangalore North,None of the Above,NOTA,11996
Karnataka,Bangalore central,NANDINI ALVA,JD(S),20387
Karnataka,Bangalore central,P.C. MOHAN,BJP,557130
Karnataka,Bangalore central,R. MOHAN RAJU,BSP,5806
Karnataka,Bangalore central,RIZWAN ARSHAD,INC,419630
Karnataka,Bangalore central,ISMAIL KHAN SAIF ALI,AITC,2276
Karnataka,Bangalore central,ZAHEEDA  SHEREEN,SUCI,1198
Karnataka,Bangalore central,V. BALAKRISHNAN,AAAP,39869
Karnataka,Bangalore central,BUDAYYA .B. PUJERI,KAP,553
Karnataka,Bangalore central,H.L. MANJUNATHA,KCVP,707
Karnataka,Bangalore central,KADUGUDI SONNAPPA,RPI(A),543
Karnataka,Bangalore central,AMBROSE D''''MELLO,IND,366
Karnataka,Bangalore central,DHANANJAYA. H.H,IND,422
Karnataka,Bangalore central,G. NARAYANASWAMY (KAPALI),IND,1228
Karnataka,Bangalore central,B.K. NARAYANA-SWAMY,IND,700
Karnataka,Bangalore central,PRASHANTH.S.M,IND,903
Karnataka,Bangalore central,DR. MEER LAYAQ HUSSAIN,IND,1878
Karnataka,Bangalore central,K.MURTHY,IND,1507
Karnataka,Bangalore central,MODI SAIFULLA,IND,3204
Karnataka,Bangalore central,BHOVI RAMA C.B.K,IND,942
Karnataka,Bangalore central,RAMANUJ SINGH,IND,1836
Karnataka,Bangalore central,B.V.VENKATESHAPPA,IND,668
Karnataka,Bangalore central,SHAFI AHMED,IND,549
Karnataka,Bangalore central,E.SALAM,IND,365
Karnataka,Bangalore central,SEETHA RAMAN.E,IND,2543
Karnataka,Bangalore central,SURAIYA ZAITHOON,IND,519
Karnataka,Bangalore central,SYED ASIF BUKHAARI,IND,411
Karnataka,Bangalore central,None of the Above,NOTA,8449
Karnataka,Bangalore South,ANANTH KUMAR,BJP,633816
Karnataka,Bangalore South,KHAN ABDUL R,BSP,2747
Karnataka,Bangalore South,NANDAN NILEKANI,INC,405241
Karnataka,Bangalore South,RUTH MANORAMA,JD(S),25677
Karnataka,Bangalore South,M. UMADEVI,SUCI,918
Karnataka,Bangalore South,GAYATHRI,PPOI,484
Karnataka,Bangalore South,NINA P NAYAK,AAAP,21403
Karnataka,Bangalore South,MAHADEVA SWAMY. B. M,BDBRAJP,428
Karnataka,Bangalore South,RAVIKUMARA T,SP,781
Karnataka,Bangalore South,G.R. SHIVASHANKAR,AIFB,586
Karnataka,Bangalore South,SYED MEHABOOB,JD(U),365
Karnataka,Bangalore South,DR. KODUR VENKATESH,IND,502
Karnataka,Bangalore South,GOVINDAIAH B.R.,IND,672
Karnataka,Bangalore South,T.K. DASAR,IND,929
Karnataka,Bangalore South,DR. PRADEEP GADUGESH,IND,549
Karnataka,Bangalore South,PRABHU,IND,2325
Karnataka,Bangalore South,PRAMOD  MUTALIK,IND,4247
Karnataka,Bangalore South,T. E. MOSES,IND,604
Karnataka,Bangalore South,YOGESH,IND,2061
Karnataka,Bangalore South,G. VENKATESH BHOVI,IND,736
Karnataka,Bangalore South,SHAMBULINGEGOWDA (GANDIVADI),IND,581
Karnataka,Bangalore South,SYED RAFIQ AHMED,IND,246
Karnataka,Bangalore South,N. HANUMEGOWDA,IND,414
Karnataka,Bangalore South,None of the Above,NOTA,7414
Karnataka,Chikballapur,H D KUMARA SWAMY,JD(S),346339
Karnataka,Chikballapur,CHITRA PRASAD,BSP,6279
Karnataka,Chikballapur,B N BACHE GOWDA,BJP,415280
Karnataka,Chikballapur,M VEERAPPA MOILY,INC,424800
Karnataka,Chikballapur,G V SREERAMA REDDY,CPM,26071
Karnataka,Chikballapur,K ARKESH,AAAP,6827
Karnataka,Chikballapur,YAKUB SHARIFF,BMUP,931
Karnataka,Chikballapur,ROBIN MATHEWS NAREKATTU,SP,1404
Karnataka,Chikballapur,H N RAMAKRISHNA REDDY,PPOI,686
Karnataka,Chikballapur,REDDY G K C,JD(U),799
Karnataka,Chikballapur,G C VENKATARAMANAPPA,RPI(A),892
Karnataka,Chikballapur,B N GOPALAGOWDA,IND,1465
Karnataka,Chikballapur,JAYAPRAKASHA YADAV,IND,1586
Karnataka,Chikballapur,D N NARASIMHAMURTHY,IND,1897
Karnataka,Chikballapur,NANJAPPA,IND,1215
Karnataka,Chikballapur,T V MANJUNATHA GOWDA,IND,3895
Karnataka,Chikballapur,G N RAVI,IND,7127
Karnataka,Chikballapur,VENKATESH D T,IND,3410
Karnataka,Chikballapur,K S SWAMY,IND,4689
Karnataka,Chikballapur,None of the Above,NOTA,7682
Karnataka,Kolar,D.M.AMBAREESHA,BSP,4934
Karnataka,Kolar,KOLAR KESAVA,JD(S),371076
Karnataka,Kolar,EM.NARAYANASWAMY,BJP,267322
Karnataka,Kolar,K.H.MUNIYAPPA,INC,418926
Karnataka,Kolar,KOTIGANAHALLI RAMAIAH,AAAP,17563
